@relation weka.kuku

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data
7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.12724594731e-175,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,4.38267969623e-32,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,6.02844012321e-195,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.02372433723e-130,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999998715559,1.0,1.0,1.0,1.0,1.0,1.25030726797e-193,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.82676712647e-26,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.98961890171e-76,9.89169256411e-151,7.12457640674e-218,1.0,7.12457640674e-218,1.0,6.08890755449e-08,16
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,0.0507313509048,7.12457640674e-218,1.0,1.0,1.0,1.86013997291e-182,7.12457640674e-218,6.18435752523e-119,1.56023721059e-175,1.0,4.98832704682e-96,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08755083399e-88,6.81927873376e-148,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,5.18058934348e-35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,3.91748463891e-84,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.02199109207e-10,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,35
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,3.55117917285e-166,1.0,7.12457640674e-218,1.51484401256e-15,7.12457640674e-218,3.3973650799e-153,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.37942996362e-77,7.12457640674e-218,1.0,3.86564916836e-122,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.95406490268e-204,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.86837942477e-170,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,6.14307005477e-54,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,35
7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.83216791759e-106,1.0,1.0,7.89289973435e-63,7.12457640674e-218,2.96084194803e-198,7.12457640674e-218,1.0,1.88125232171e-201,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.65180241273e-113,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,2.69623467045e-170,7.12457640674e-218,4.5380105185e-167,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,35
7.12457640674e-218,1.0,1.90604779245e-183,1.0,1.61082522357e-139,6.21135559038e-14,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.71350456452e-89,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.07598660804e-51,1.0,4.30491532168e-63,1.26427806287e-196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.93234515877e-06,7.12457640674e-218,1.0,3.57430427491e-17,1.0,7.12457640674e-218,1.0,5.46532500903e-71,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.33110371254e-71,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.74503375831e-142,2.13824447941e-117,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,8.05699626624e-181,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.895834816e-63,1.0,1.0,2.79860360019e-158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,3.3241866121e-27,7.12457640674e-218,1.0,1.20272871789e-171,1.0,7.12457640674e-218,1.0,6.38302802029e-210,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,9.87335777257e-28,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,6.579666258e-141,1.0,1.0,39
7.12457640674e-218,1.0,3.69432075029e-211,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,4.47997911029e-90,7.12457640674e-218,1.0,2.45070988365e-47,7.12457640674e-218,1.60683901753e-197,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.56754552826e-158,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,5.89071947172e-51,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.70547487616e-217,7.12457640674e-218,1.0,7.12457640674e-218,3.76142967883e-190,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,7.12457640674e-218,1.0,9.84698471312e-153,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,0.0301301034501,7.12457640674e-218,5.57405572054e-82,7.12457640674e-218,1.0,9.90292159077e-103,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.22837776905e-113,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.88002454317e-152,1.0,1.0,2.67704078659e-160,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,5.19016569376e-74,7.12457640674e-218,1.0,1.0,1.0,1.0,1.49914430494e-52,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,1.53590000316e-204,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,5.04345504329e-195,1.0,6.09616129654e-13,7.12457640674e-218,3.75002504776e-182,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.3977797654e-163,7.41625812625e-114,1.0,1.0,1.0,7.12457640674e-218,1.0,2.32479706965e-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,0.999999975522,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,3.81703184918e-79,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,2.39752077982e-44,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,5.78522426065e-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,0.976831203496,1.0,1.0,1.0,7.12457640674e-218,1.0,4.48887914955e-82,1.0,1.48241884605e-62,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,5.31798376515e-157,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.44943899411e-172,7.18292654582e-55,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,3.78882549654e-124,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,3.99604400368e-183,1.0,1.23465992824e-69,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,3.18791377081e-37,7.12457640674e-218,1.0,1.74276689445e-78,1.0,7.12457640674e-218,1.0,2.87204082957e-63,1.0,7.12457640674e-218,1.0,1.0,1.0,7.32377167499e-173,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,39
7.12457640674e-218,1.0,7.12457640674e-218,1.0,8.12643603804e-145,1.38468558478e-09,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,4.13991040137e-115,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.36737868452e-135,1.0,1.16127143218e-98,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,0.999999432583,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,3.25563986248e-37,7.12457640674e-218,1.0,6.39792773669e-07,1.0,7.12457640674e-218,1.0,3.66884330249e-68,1.0,7.12457640674e-218,1.0,1.0,1.0,2.42829022134e-187,1.0,7.12457640674e-218,0.999484580067,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,8.87973284281e-05,1.75846394456e-167,1.0,1.0,39
