@relation weka.kuku

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data
1.0,1.66994637435e-29,5.59897726162e-103,1.0,5.47082814229e-94,1.0,5.78504083279e-80,1.0,2.42319226684e-34,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.000448836662705,1.0,7.12457640674e-218,4.14410009865e-112,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.7277313738e-159,7.12457640674e-218,8.85982593165e-22,7.25130242759e-98,1.16727191916e-145,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.51998060881e-71,2.78071375819e-19,5.26356840909e-12,1.06186724126e-35,1.0,8.88475155481e-80,1.0,1.0,1.0,1.45183447415e-27,0.999366214827,1.0,1.40794174828e-169,1.92192777652e-08,7.12457640674e-218,1.0,1.0,1.46205691946e-58,6.62634000355e-27,1.0,1.0,1.0,12
1.0,1.70123957038e-30,2.3521915753e-101,1.0,4.15642991554e-89,1.0,1.7725642963e-84,1.0,5.98221636206e-32,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.70531606076e-06,1.0,7.12457640674e-218,5.17117802759e-119,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,3.42663599927e-161,7.12457640674e-218,1.7413552139e-19,1.88275972947e-89,5.50986642576e-152,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5238293458e-64,7.43833767391e-17,2.88907624774e-17,2.22936292384e-30,1.0,1.88222814403e-73,1.0,1.0,1.0,8.41330235886e-22,0.672142593943,1.0,4.37162156661e-163,1.18219719174e-09,7.12457640674e-218,1.0,1.0,3.77750545216e-65,9.70436604447e-26,1.0,1.0,1.0,12
1.0,1.38480249073e-17,1.13919193964e-128,1.0,5.26866608348e-71,1.0,5.78177505692e-93,1.0,3.8342209103e-51,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.00588767907e-34,1.0,7.12457640674e-218,7.22780051946e-142,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.86707927141e-172,7.12457640674e-218,4.34716171119e-21,8.80872591372e-89,4.49623253535e-150,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.30131637414e-73,1.52586798826e-19,1.0,6.96512052453e-23,1.0,3.70221855021e-75,1.0,1.0,1.0,4.75639839794e-26,2.95933590013e-10,1.0,5.56460791401e-175,7.72843588799e-20,7.12457640674e-218,1.0,1.0,1.33467144809e-52,1.84827363479e-11,1.0,1.0,1.0,8
1.0,9.81148991697e-21,8.92210814454e-133,1.0,1.54167485629e-73,1.0,2.28492211542e-101,1.0,2.4010916642e-46,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.17918689657e-34,1.0,7.12457640674e-218,1.8159594871e-152,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.43416646656e-177,7.12457640674e-218,1.4126717943e-19,6.16787306034e-91,8.95574180958e-150,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.89281057211e-67,5.03307981394e-19,1.0,3.21774204464e-22,1.0,1.71489523556e-82,1.0,1.0,1.0,3.70472341558e-37,1.36729853009e-11,1.0,1.8987702149e-172,2.20323366025e-27,7.12457640674e-218,1.0,1.0,1.84656704597e-58,2.25890587621e-23,1.0,1.0,1.0,12
1.0,4.30734816637e-21,3.90074838915e-137,1.0,1.60369725382e-76,1.0,9.32596747281e-100,1.0,1.49779654386e-42,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.05719168211e-33,1.0,7.12457640674e-218,9.95988600754e-157,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.04038317201e-181,7.12457640674e-218,1.59190303221e-18,1.07486212564e-91,1.55670570843e-157,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.22610670952e-72,4.5875352946e-11,1.0,5.31129866946e-26,1.0,5.49421604037e-76,1.0,1.0,1.0,5.79367653117e-34,3.42670520092e-09,1.0,5.3659158416e-176,8.75101014071e-28,7.12457640674e-218,1.0,1.0,1.76391205302e-57,8.40190080899e-26,1.0,1.0,1.0,12
1.0,1.13157229776e-08,4.26903288088e-135,1.0,2.10089664776e-77,1.0,1.69607911831e-108,1.0,8.88121504682e-43,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.76861835627e-39,1.0,7.12457640674e-218,5.82169189571e-160,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,8.23250807866e-190,7.12457640674e-218,1.69924841765e-20,1.17101778809e-74,7.01179198448e-143,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.73690252725e-74,2.56206696169e-20,1.0,3.99192683446e-22,1.0,8.46989976768e-79,1.0,1.0,1.0,1.97001794675e-30,9.82402781034e-12,1.0,4.43121366673e-183,1.46855334385e-25,7.12457640674e-218,1.0,1.0,3.97856902816e-47,1.25609434598e-14,1.0,1.0,1.0,7
1.0,1.64565004937e-05,2.39347076434e-82,1.0,1.11471720674e-106,1.0,4.98089080466e-68,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.93741965409e-22,1.0,7.12457640674e-218,2.17526845832e-143,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.03268007592e-178,7.12457640674e-218,0.999973731735,2.66198594924e-38,2.62583754037e-111,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.90180056456e-69,1.61777324136e-47,1.0,2.12214166364e-19,1.0,2.99671173256e-72,1.0,1.0,1.0,1.17293962268e-18,1.0,1.0,7.12457640674e-218,1.26332729007e-29,7.12457640674e-218,1.0,1.0,3.53319490477e-46,1.0,1.0,1.0,1.0,2
1.0,1.67531026606e-09,2.88673035628e-78,1.0,2.00637484681e-104,1.0,4.66810711358e-71,1.0,0.999999998033,7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.93532770773e-14,1.0,7.12457640674e-218,2.90961457492e-133,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.46705205603e-186,7.12457640674e-218,3.44712770638e-09,3.50934564765e-37,4.43959231032e-117,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.79980363247e-59,1.19376445773e-52,1.0,5.10769256448e-18,1.0,4.91953952404e-62,1.0,1.0,1.0,2.82359949583e-25,1.0,1.0,7.12457640674e-218,1.34084087141e-31,7.12457640674e-218,1.0,1.0,1.2658590688e-43,1.0,1.0,1.0,1.0,2
1.0,3.42170280447e-21,2.51606801444e-80,1.0,2.06977878527e-110,1.0,6.08122808458e-67,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.25167592454e-13,1.0,7.12457640674e-218,1.09239259175e-139,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.32466056314e-196,7.12457640674e-218,1.87756544509e-12,3.22249609263e-42,1.62732742343e-125,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.48015870056e-58,8.16223646043e-55,1.0,1.3093404946e-23,1.0,8.23476713142e-61,1.0,1.0,1.0,1.73323277574e-33,1.0,1.0,7.12457640674e-218,1.23609392046e-39,7.12457640674e-218,1.0,1.0,1.22485180661e-44,0.999999999998,1.0,1.0,1.0,5
1.0,5.92047995309e-11,2.00499606417e-66,1.0,1.95652848229e-96,1.0,7.59281992566e-62,1.0,0.999232972403,7.12457640674e-218,1.0,7.12457640674e-218,1.0,5.9232635091e-06,1.0,7.12457640674e-218,2.71899787521e-125,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,5.47851837645e-170,7.12457640674e-218,9.00783553687e-14,1.99321713048e-59,1.0838022385e-120,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08209629005e-42,1.08321681295e-61,0.999998333528,3.89597600425e-48,1.0,2.90725640484e-70,1.0,1.0,1.0,4.35370789697e-26,1.0,1.0,2.906387166e-215,2.59695462446e-27,7.12457640674e-218,1.0,1.0,1.66817599713e-41,1.0,1.0,1.0,1.0,2
1.0,1.16761631125e-15,2.23631055585e-63,1.0,1.02573150238e-99,1.0,1.30221772007e-63,1.0,0.0204712336774,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.36502295448e-05,1.0,7.12457640674e-218,9.80679781123e-136,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.39424075256e-168,7.12457640674e-218,1.28552227391e-17,6.57961571901e-68,2.61038247009e-121,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.20539274187e-51,3.11127813222e-58,0.999998115789,1.41439091466e-49,1.0,1.23902468147e-77,1.0,1.0,1.0,5.10149278054e-28,1.0,1.0,4.1113633889e-217,2.87602096642e-23,7.12457640674e-218,1.0,1.0,3.0230308285e-35,1.0,1.0,1.0,1.0,2
1.0,6.91440433582e-13,4.72633599751e-63,1.0,2.98109054421e-100,1.0,9.6202199591e-67,1.0,0.990542401036,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.7176881155e-07,1.0,7.12457640674e-218,5.69387218886e-141,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,3.99747045489e-175,7.12457640674e-218,1.36004764189e-19,1.23471833775e-60,5.38243040419e-118,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07622918224e-57,1.31059760379e-58,0.983267962133,1.60673122952e-45,1.0,9.04684449764e-76,1.0,1.0,1.0,2.8065657146e-24,1.0,1.0,1.15683479753e-214,7.0625531042e-32,7.12457640674e-218,1.0,1.0,1.43824947867e-34,1.0,1.0,1.0,1.0,2
1.0,6.32850558499e-26,2.48827351753e-81,1.0,6.70871611858e-114,1.0,8.57137072802e-59,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.00732362934e-20,1.0,7.12457640674e-218,5.05741159348e-144,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.36564151187e-196,7.12457640674e-218,2.56317167738e-23,3.35184249111e-28,2.86742755547e-139,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.18734489045e-60,1.40315511569e-57,1.0,1.49740320278e-26,1.0,2.94864389832e-79,1.0,1.0,1.0,1.13888334594e-39,1.0,1.0,7.12457640674e-218,2.30051252263e-43,7.12457640674e-218,1.0,1.0,3.62529050174e-53,0.999999999985,1.0,1.0,1.0,2
1.0,1.96350381907e-33,4.75555337845e-80,1.0,4.85086219501e-116,1.0,1.75289814988e-57,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.35249211981e-17,1.0,7.12457640674e-218,2.03366867893e-152,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,6.95817198124e-200,7.12457640674e-218,3.43432077707e-25,1.33457792988e-40,3.3533293356e-137,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.90645247739e-57,1.06757241477e-53,1.0,1.41146854582e-26,1.0,7.68209936196e-80,1.0,1.0,1.0,8.11008929483e-30,1.0,1.0,7.12457640674e-218,2.95811220564e-42,7.12457640674e-218,1.0,1.0,9.83492789387e-55,0.999999999884,1.0,1.0,1.0,2
1.0,4.86432341277e-25,1.19653980663e-80,1.0,1.76493092069e-107,1.0,9.37484726739e-60,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.1733190197e-18,1.0,7.12457640674e-218,3.34481617113e-144,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.06651743708e-199,7.12457640674e-218,5.58567982437e-15,3.22958798054e-37,4.55009417145e-140,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85321771951e-64,2.10891097124e-53,1.0,7.17448227025e-31,1.0,5.01796360962e-77,1.0,1.0,1.0,1.65577149747e-33,1.0,1.0,7.12457640674e-218,1.01023186968e-47,7.12457640674e-218,1.0,1.0,9.40981773647e-54,1.0,1.0,1.0,1.0,2
1.0,3.74026635743e-24,6.23513209279e-78,1.0,2.06095258098e-118,1.0,4.26965359651e-57,1.0,0.999999999996,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.04815636787e-23,1.0,7.12457640674e-218,1.43286415336e-134,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,2.42718574715e-191,7.12457640674e-218,1.7273510693e-18,8.94244855113e-35,3.33432747583e-130,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.53989386587e-65,3.51868533342e-50,1.0,1.3966550553e-35,1.0,3.85701004589e-76,1.0,1.0,1.0,4.21961693225e-36,1.0,1.0,7.12457640674e-218,1.19069197137e-44,7.12457640674e-218,1.0,1.0,2.74629705418e-50,1.0,1.0,1.0,1.0,2
1.0,8.96092181166e-30,4.81749652533e-99,1.0,4.9170434197e-94,1.0,1.66811511861e-36,1.0,2.91143969033e-09,7.12457640674e-218,1.0,7.12457640674e-218,1.0,9.138197555e-13,1.0,7.12457640674e-218,3.62063716495e-135,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,3.42999920621e-187,7.12457640674e-218,6.606629302e-22,9.57684124454e-66,3.92827266547e-140,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.54810487195e-64,3.40775161629e-22,1.0,3.00431606904e-32,1.0,3.00882782267e-78,1.0,1.0,1.0,2.29581916214e-39,1.0,1.0,1.17411114214e-217,1.83412872759e-66,7.12457640674e-218,1.0,1.0,3.57451469032e-67,1.0,1.0,1.0,1.0,2
1.0,6.32595718135e-36,1.32688625938e-93,1.0,6.40974749322e-111,1.0,3.76952419524e-38,1.0,3.12394957444e-09,7.12457640674e-218,1.0,7.12457640674e-218,1.0,6.95658459094e-09,1.0,7.12457640674e-218,1.53645063526e-137,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,2.51203618421e-192,7.12457640674e-218,2.69507287935e-22,4.1540894356e-64,1.67710052554e-142,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22410134612e-60,4.0940677006e-29,1.0,3.56807359046e-28,1.0,2.57889096813e-80,1.0,1.0,1.0,9.80369914375e-40,1.0,1.0,1.95454248889e-210,2.54177994319e-60,7.12457640674e-218,1.0,1.0,1.99255238089e-51,0.999999999496,1.0,1.0,1.0,2
1.0,1.31479244772e-09,5.33504682878e-121,1.0,1.4241312985e-77,1.0,5.18571307185e-62,1.0,6.71020585059e-37,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.57458330649e-25,1.0,7.12457640674e-218,6.0606277245e-114,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,3.11222827151e-154,7.12457640674e-218,1.51126254795e-46,1.46981271851e-41,1.20399752636e-112,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.92876253968e-63,3.77559068968e-12,1.0,3.31045821233e-38,1.0,1.48733907036e-99,1.0,1.0,1.0,5.50272518231e-40,1.0,1.0,6.46777145692e-170,2.00799371049e-33,7.12457640674e-218,1.0,1.0,1.19221742334e-29,1.6941676322e-19,1.0,1.0,1.0,5
1.0,2.01843228835e-15,1.0489479418e-119,1.0,4.61963265339e-76,1.0,1.96047998907e-56,1.0,5.5615482276e-41,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.63146284283e-22,1.0,7.12457640674e-218,1.82760715861e-111,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,4.75769122159e-150,7.12457640674e-218,7.73630306598e-42,1.3157437969e-44,5.20973809066e-110,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.51416949115e-66,4.57332222651e-09,1.0,4.90590943296e-47,1.0,3.04910207504e-97,1.0,1.0,1.0,1.4579000473e-35,1.0,1.0,7.01924165361e-167,8.80928345157e-60,7.12457640674e-218,1.0,1.0,5.53855328824e-26,2.21919845894e-26,1.0,1.0,1.0,2
1.0,7.06806097591e-14,1.58433362645e-121,1.0,1.03176845657e-75,1.0,1.36530871931e-55,1.0,2.0690475589e-43,7.12457640674e-218,1.0,7.12457640674e-218,1.0,6.27805404253e-21,1.0,7.12457640674e-218,1.72259023833e-110,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.74418105443e-149,7.12457640674e-218,1.1344307394e-38,6.08955563054e-53,4.52276530476e-114,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0001183122e-58,1.4264862654e-08,1.0,2.68705027266e-43,1.0,1.20034621887e-97,1.0,1.0,1.0,1.06967153582e-40,1.0,1.0,3.18702896783e-171,7.87513343387e-53,7.12457640674e-218,1.0,1.0,1.26666493752e-26,1.527879595e-21,1.0,1.0,1.0,2
1.0,4.447743468e-14,2.70353090371e-128,1.0,8.33575715619e-75,1.0,2.23139417021e-56,1.0,4.53588687858e-43,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.55569338846e-21,1.0,7.12457640674e-218,1.75145634215e-118,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.71391216709e-145,7.12457640674e-218,7.91306133796e-39,8.14429858998e-47,1.53013806912e-101,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.55321334854e-71,2.44978164343e-06,1.0,5.04596584575e-35,1.0,7.22636520652e-102,1.0,1.0,1.0,1.07370551578e-43,1.0,1.0,1.03628451805e-168,5.5829947043e-54,7.12457640674e-218,1.0,1.0,4.24982968452e-29,4.5332159449e-24,1.0,1.0,1.0,2
1.0,9.24613702494e-16,2.54830119298e-123,1.0,5.4363784486e-78,1.0,1.29145794472e-58,1.0,9.36140135647e-42,7.12457640674e-218,1.0,7.12457640674e-218,1.0,5.32870873352e-29,1.0,7.12457640674e-218,1.3547955807e-116,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,5.36756012529e-152,7.12457640674e-218,1.56899889765e-41,6.94285467194e-35,3.21219453634e-106,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.68563469689e-65,1.90688500384e-08,1.0,3.58021271848e-38,1.0,4.56053498317e-98,1.0,1.0,1.0,7.70350486956e-44,1.0,1.0,2.01237600341e-171,3.00695920183e-59,7.12457640674e-218,1.0,1.0,6.62785958872e-29,9.02108343587e-22,1.0,1.0,1.0,2
1.0,1.88151610212e-05,6.20161978892e-123,1.0,4.82848333917e-79,1.0,5.22967581807e-45,1.0,3.25779801942e-45,7.12457640674e-218,1.0,7.12457640674e-218,1.0,2.06060863493e-25,1.0,7.12457640674e-218,2.23561452119e-113,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,8.29854132259e-145,7.12457640674e-218,1.83155651467e-40,9.13437086876e-37,2.32931389128e-103,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.94978448226e-77,2.50061401397e-11,1.0,3.26919504259e-47,1.0,5.45868571239e-97,1.0,1.0,1.0,6.00381470058e-40,1.0,1.0,6.42705117616e-168,8.76764431032e-54,7.12457640674e-218,1.0,1.0,8.33524960813e-21,1.04255472801e-07,1.0,1.0,1.0,2
1.0,3.88933200454e-10,6.99288088492e-106,1.0,1.74671185386e-88,1.0,1.48016302791e-60,1.0,9.53101541323e-30,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.3190261828e-21,1.0,7.12457640674e-218,1.06272122418e-104,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,3.02808772894e-171,7.12457640674e-218,8.43088032501e-37,1.41769495666e-88,4.27962706158e-153,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25073199399e-49,1.94307087543e-22,1.0,1.08512688191e-50,1.0,3.43249572912e-88,1.0,0.99999997123,1.0,7.43762708225e-33,1.0,1.0,2.12937760838e-192,3.39121502518e-34,7.12457640674e-218,1.0,1.0,6.56729632915e-48,5.24726646968e-09,1.0,1.0,1.0,2
1.0,1.45356586466e-17,3.7875885205e-118,1.0,1.68826193766e-102,1.0,9.5072386607e-63,1.0,1.99328487135e-26,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.91277837794e-31,1.0,7.12457640674e-218,8.57685885645e-106,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,8.25791350758e-179,7.12457640674e-218,7.76481722596e-34,2.86033927203e-87,9.05663982049e-150,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.38039945413e-61,1.45306491401e-25,1.0,1.17047188464e-46,1.0,4.38488117723e-91,1.0,0.999999999994,1.0,1.17638491353e-30,1.0,1.0,1.32426274774e-184,9.18417162031e-35,7.12457640674e-218,1.0,1.0,1.22186802988e-40,1.37811068786e-23,1.0,1.0,1.0,2
1.0,7.67790051921e-15,4.51642647843e-120,1.0,1.0834909753e-95,1.0,5.2377366776e-69,1.0,1.93977371982e-27,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.82718462207e-13,1.0,7.12457640674e-218,7.53867435012e-114,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,2.18489531842e-169,7.12457640674e-218,1.53622548802e-38,4.49517477854e-88,4.85288071667e-148,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.858037452e-58,2.41376763437e-24,1.0,1.95752699035e-45,1.0,3.68890172826e-90,1.0,1.0,1.0,1.13682510334e-34,0.999999987621,1.0,5.6815855756e-174,2.18122063731e-42,7.12457640674e-218,1.0,1.0,1.04147748948e-46,3.4853101425e-25,1.0,1.0,1.0,2
1.0,1.69576863175e-32,1.44168269001e-67,1.0,4.07683489662e-172,1.0,2.39366054689e-94,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.00714948705e-27,1.0,7.12457640674e-218,1.28158574531e-106,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,6.12621751946e-114,7.12457640674e-218,1.0,1.0,7.50191025349e-159,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67218439739e-39,5.14228563201e-98,1.0462358213e-21,6.70578818662e-84,1.85438681278e-41,5.56682276138e-71,1.0,1.0,1.0,7.69835028418e-13,1.0,1.0,1.0948047698e-194,1.84753101429e-75,7.12457640674e-218,1.0,1.0,1.57907117132e-65,1.0,1.0,1.0,1.0,12
1.0,3.55743850742e-35,3.68706957222e-44,1.0,6.01269821675e-175,1.0,2.3801344067e-89,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.23658378163e-29,1.0,7.12457640674e-218,2.98766868899e-106,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.94884762272e-115,7.12457640674e-218,0.999999999757,1.0,1.82308309928e-153,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.52826984083e-22,5.00343137601e-78,1.74291683034e-21,1.8364381015e-80,5.22858118041e-32,1.07744291073e-68,1.0,1.0,1.0,5.55787835845e-18,1.0,1.0,6.73607082835e-205,8.08275524878e-63,7.12457640674e-218,1.0,1.0,1.57751091376e-64,1.0,1.0,1.0,1.0,12
1.0,2.22413430141e-37,2.40912189006e-47,1.0,1.30710926756e-175,1.0,1.13849209153e-90,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.32836751405e-33,1.0,7.12457640674e-218,2.21764996682e-118,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,3.26664988723e-115,7.12457640674e-218,1.0,1.0,9.10894274798e-150,7.12457640674e-218,1.0,1.0,1.0,0.999999779366,1.0,1.0,1.0,1.0,1.0,2.73362480226e-28,1.33137890768e-93,2.21452529116e-32,1.19215245005e-72,4.08044714553e-20,4.54290512058e-66,1.0,1.0,1.0,7.62050380431e-09,1.0,1.0,1.01662122128e-197,6.81164697549e-62,7.12457640674e-218,1.0,1.0,1.04149647038e-63,1.0,1.0,1.0,1.0,12
1.0,3.36896884898e-27,1.11051689218e-120,1.0,3.8400891926e-119,1.0,3.5500952273e-49,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.07259032242e-18,1.0,7.12457640674e-218,1.23212727152e-61,7.12457640674e-218,1.0,5.64024655026e-05,1.0,1.0,1.0,7.05219824221e-66,7.12457640674e-218,5.2270102325e-27,0.999999999868,2.98918112713e-167,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.46932989131e-57,2.71848500052e-104,1.21994874953e-102,1.00599488468e-60,2.16161754673e-93,2.03945612807e-61,1.0,1.0,1.0,7.17578580607e-41,0.998221925576,1.0,1.82306330224e-87,1.12285768901e-42,7.12457640674e-218,1.0,1.0,8.74678831094e-54,1.0,1.0,1.0,1.0,12
1.0,6.33652205661e-22,1.35705783271e-124,1.0,6.00134161928e-113,1.0,2.26949946238e-46,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,5.56306540135e-16,1.0,7.12457640674e-218,3.95377159922e-77,7.12457640674e-218,1.0,2.8851921493e-06,1.0,1.0,1.0,8.93985788015e-60,7.12457640674e-218,2.18535022679e-25,0.999999995978,5.92385502333e-166,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.42794003984e-63,1.31652418112e-102,2.95983270545e-109,3.68411942047e-57,7.64506695858e-82,2.39562552072e-65,1.0,1.0,1.0,2.82010400542e-44,0.00670100541981,1.0,2.22772661778e-94,2.80503366659e-45,7.12457640674e-218,1.0,1.0,1.0308591713e-53,1.0,1.0,1.0,1.0,8
1.0,0.999999999607,2.46484785599e-86,1.0,1.26006502414e-160,1.0,3.32134500718e-119,0.999999999961,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999999997776,1.0,1.0,1.0,1.0,7.12457640674e-218,1.43334451327e-176,1.0,4.13814502305e-148,7.12457640674e-218,1.0,1.0,8.98155147714e-33,9.56507033994e-91,1.86634682304e-115,1.0,1.0,1.0,1.0,1.39977877676e-59,1.67112358255e-112,2.00567857249e-189,1.7721566412e-83,5.11394941615e-194,1.0,1.0,1.0,1.0,0.999999999223,1.0,1.0,6.32838876186e-120,6.25593088971e-07,7.12457640674e-218,1.0,1.0,3.06571931397e-72,1.0,1.0,1.0,1.0,8
